name,whatsapp_number,phonecall_number
MIRI AIRCOND & ELECTRICAL WORK,0138282912,0138282912
MERMAID CLEANING SERVICES,01111400360,01111400360
ANDY AIRCOND,0175664689,0175664689
KJ AIRCOND SERVICE AND REPAIRS,0174015853,0174015853
R SURESH ENTERPRISE,0174104188,0174104188
ABANG AIRCON,01126576471,01126576471
HP SEPADU TEKNIK GLOBAL ENTERPRISE,0189885605,0189885605
ICON SERVICE & TRADING,0164596198,0164596198
SARA BERJAYA VENTURES,0104669385,0104669385
MASHVAC,0164660124,0164660124
YS COOL,0166611077,0166611077
FRISPEC SERVICES,0328567124,0328567124
ALAMAJU SERVICES,0143383922,0143383922
COOL PLANET ENGINEERING,0192634119,0192634119
KR SEJUK KETOR SDN BHD,0105752514,0105752514
ERZ TEGUH ENTERPRISE,01123177484,01123177484
MICHEAL AIR COND SERVICE,01111126988,01111126988
AIRESTEC SDN. BHD,0122986928,0122986928
C & CC AIRCOND SERVICE,0182884223,0182884223
KMNAIRCOND,0166309212,0166309212
II SERVICES,0147199694,0147199694
GREENDOT SOLUTIONS,0163878434,0163878434
HRZ _AIRCOND,0182470499,0182470499
SMART AIRCOND SERVIS,0149380706,0149380706
AMIRRUL AIRCOND SERVICES,0127225508,0127225508
GK HOME,01153800244,01153800244
FAMY POWER AIRCONDITIONING SERVICES & REPAIR,0196010500,0196010500
CHINIOT ENTERPRISE,0173547860,0173547860
YUEN CHENG SMART,0193019909,0193019909
KILAT PERMATA ENTERPRISE,0124419778,0124419778
KAILI AIRCON & ELECTRICAL SDN BHD,0183802282,0183802282
MR CLEANING SERVICES,0182262757,0182262757
XTREME ELECTRIC,0172025400,0172025400
WAXTON ENGINEERING,0196673615,0196673615
PRATAMA SHOP,,
DRTHDRTH,,
WSK POWER RESOURCES,01110501838,01110501838
LEADER SYSTEM,0196699380,0196699380
NN ONE VENTURES,0172809600,0172809600
PLUMBING,0182361164,0182361164
JJ,0134453322,0134453322
JHS SERVICE,0143701023,0143701023
ALICE BRIGHT AND SHINE CLEANING SERVICES,0167669336,0167669336
HOVEN MOBILE CLEANER,0129159702,0129159702
MARK KLEEN CLEANING SERVICES,0169692002,01165049696
DUSTMITE BROTHERS,0143262322,0143262322
PPMC FACILITY SERVICES SDN BHD,0126890658,0122233055
ZAHRAMAS ENTERPRISE,0183272136,0183272136
BUZYBEE CLEANING SERVICES,01139992799,01139992799
YMIC CLEANING SERVICES,0197755381,0197755381
BILABILA CLEANING ENTERPRISE,01154116680,01154116680
FRESH N CLEAN SERVICES,0126767197,0126767197
AMAN SUCCESS RESOURCES,0172738573,0172738573
SUPERMAID SERVICE,0169820578,0169820578
AMAZING HEALTH SDN BHD,0166680499,0166680499
MPS SMART RESOURCES,01123025463,01123025463
TECHNIC LEGACY ENTERPRISE,0136635719,0136635719
PERSONAL,0102000820,0102000820
ECOTECH CLEANING INDUSTRY,0167160960,0167160960
CUCI CUCI PENANG,01171577935,01171577935
VP CLEAN CREW ENTERPRISE,0143272478,0143272478
GLOBAL SMART CLEANING SPECIALIST,,
RNT CLEANING SERVICES (KL BRANCH),,0172326491
TRUECARE MATTRESS CLEANING SERVICES,0122023711,0122023711
MCLEAN EXCELLENT SERVICE,,0122723876
MY MAGIC MAID,0108463770,0108463770
ALI CLEANING PRODUCTS & SERVICES,,01160991411
HADZILI FAZLI ENTERPRISE,0126628046,0126628046
SM FAIZAL ENTERPRISE,,0148309791
OASSIST SDN BHD,0182128200,0182128200
GOSOK CLEANPRO,0173903187,0173903187
PROCLEANING.WHS,,0172198720
MEMORIES WONDER HOUSE,0169698707,0169698707
THARWAN QADIR RESOURCES,01123023480,0192364680
KJY CLEANING SERVICES,0124040848,0124040848
AZWAN CLEANING SERVICES,0182325582,0182325582
HALEEWEE ENTERPRISE,01111112526,01111112526
READY MAID,0102737099,0102737099
ALI BABA CLEANING SERVICES,0176933613,0361484633
THE TOP CLEANING SERVICE,0165422226,0165422226
PROCARE360 SERVICES,,0182779289
HELPER PLUS - ON DEMAND CLEANING SERVICE,,0178711655
KLEENCON CLEANING SERVICES,,0165067378
CA CLEANING SERVICE SDN BHD,,0122965915
DJM ENTERPRISE,0192404219,0192404219
SV SHINE SOLUTIONS,,0103660364
BIG FAMILY CLEANING SERVICE,0182524119,0182524119
AMP GO SERVICES,,0164254707
FABRIC & LEATHER CLEANING SERVICES,,0122803252
PEARL SKY CLEANING SERVICE,,0163516369
ANK LIFESTYLE SDN BHD,,0128845300
HIGHTECH CLEANING SERVICES SDN.BHD.,,0182225577
SANDEO SOLUTION,,0172881312
SAM SERVICE PROVIDER SDN BHD,,0124395596
ONE HYGIENIC SDN BHD,,0126832600
YDSG ENTERPRISE,,0166881804
PROFESSIONAL CLEANING SERVICE,,0178933877
ALAM SINAR CLEANING SERVICE,,0122430011
PERFECTA CLEANING SERVICES,,0175803510
ALPHA CLEAN,,0193842790
GSR CLEANING SERVICE,,0163777704
GSR CLEANING,,0163777704
DESA RINGGIT SDN BHD,,0195525193
69 CLEANING SERVICES,,0183689935
MJ CLEANING SOLUTIONS SDN BHD,,0102078008
RNT CLEANING SERVICES (IPOH BRANCH),,0165010159
QIMRAZ ENTERPRISE CLEANING AND FOOD PACK DELIVERY SERVICE,,01136815040
MRCARPET CLEANER,,0122228416
CS CARPETZ SOLUTION,,0169699902
KPV SERVICES & TRADING,,0122202862
MILLENNIUM CLEANING SERVICES,,0162611757
MITEBUSTER,,0163116768
CLEANING RESTORATION MALAYSIA,,0123506099
MARIA CLEANING,,01110862118
COMING CLEAN SERVICES,,0173420760
CHARTERKLEEN SERVICES,,0379569495
PROCLEANERS,,0162060724
NSS CLEANING SDN BHD,,0163785892
OTAI CLEANING SERVICES,,0109055905
CHEM DRY METRO,0126940061,0126940061
FIBER CARE,,0172992343
KLEEN GARD SERVICES,,0126266799
THE CUCI KING,,0102990889
CUCI SAKAN CLEANING SERVICES,0134762129,0134762129
KAMI TUKANG CUCI,0108292824,0108292824
CLIPPING POINT AUTOHOUZ,,01116350998
CLEANHERO,0162854376,0384081676
WAK ZARUL,,01111422846
CUCI KARPET MUAR,,01110261986
KAM CUCI SERVICES,,0123397765
THE BUIH LAUNDRY,,0108365776
DOBI GEBU - DOBI & CUCI KARPET,,0139254949
CUCI KARPET MURAH KUANTAN,,0139254949
MAAI SOLUTIONS,,0176096731
AKEED CLEANING BP,,0177975141
WALIQ MULTI CLEANING SERVICES,0142504740,0142504740
KL CUCI @ MALER 7117 EMPIRE,0104318737,0104318737
EMPIRE CUCI @ UNCLE HUSAIN RESOURCES,,01132432440
PERFECT PROJECT CLEAN SERVICES,,0176144475
TUKANG CUCI CREW #58,0127010185,0127010185
TOP HOME HELPER RESOURCES SDN BHD,,0173994134
VN CLEANING SERVICES,,0173485662
MASTER CLEANING,,0199838483
PRO ICONIC ENTERPRISE,,0123015569
RIZQI DOBI,,0129701337
AHMAD SYAFIQ,0193190656,0193190656
ENCIEL SERVICES,,0125511923
PROFCLEANS @ AQA TRADING,,0196962071
BRITECLEAN SOLUTIONS SERVICES,0173686031,0173686031
SUPAMOMMY.COM,0129414704,0129414704
SITI CLEANING SERVICES,0182336463,0182336463
STRUCTURE EMPOWER MANAGEMENT SDN BHD,0102192523,0102192523
STRUCTUTR EMPOWER MANAGEMENT SDN BHD,0102192523,0102192523
POWER FU CLEANERS,0176889128,0179912795
MAMALOVE CLEANING SDN BHD,01110885680,01110885680
HQ PROFESSIONAL CLEANING SERVICE,0177655920,0177655920
HYPER HELPER CLEANING SERVICES,0182374827,0182374827
SUKABUMI CLEANING,01165462758,01165462758
CRYSTAL CLEAR CLEANING ENTERPRISE,01133338013,01133338013
KCB.SERVICES14@GMAIL.COM,0196201046,0196201046
SENDPARC RESOURCES SDN BHD,,01133032317
PHOENIX ONG CLEANING SERVICE IPOH,0165942148,0165942148
SWEET HOME SERVICES,01156447090,01156447090
ABANG KASI CUCI,01162795379,01162795379
WINIT FABRIC CLEANING SERVICE,0137362132,0137362132
CJ MULTI CLEAN SERVICES,0123009019,0123009019
AB AIMAN CLEANING SERVICES,0169591633,0169591633
KVCLEAN,0133996788,0133996788
CLEANING SERVICE PUCHONG,0178488919,0178488919
ENDANG HOUSE CLEANING,0189860534,0189860534
EMARES VENTURES,0136508879,0136508879
PEZZO ENTERPRISE,0169200292,0169200292
KAJANA ENTERPRISE,0166318743,0166318743
SPIC & SPAN,0182112984,0182112984
FASEHA CLEANING SERVICES,0103795428,0103795428
ADIWIRA CUCI,0175388110,0175388110
CUCICOM SDN BHD,0132840862,0132840862
NH HIGHTECH SERVICES,0176568756,0176568756
MANCLEAN,0166088398,0123830010
YELLOWLEMON CLEANING SERVICES,0124230083,0124230083
BAHTERA SURIA,0123050544,0387404050
KARCHERBUDDY NETWORK,01165232344,01165232344
MOHD AZLI KAMARUZZAMAN,0165961922,0165961922
CUCICUCI WORKS,0105487929,0105487929
PURE CLEAN TRADING,0186601332,0186601332
CLEANHERO (M) SDN BHD,0162004376,0162004376
SINAR GLOBAL HYGIENE,0126494786,0126494786
PT CLEAN SERVICES,0102419738,0102419738
G G PATEL,0123711749,0123711749
KHALSA MOVERS,,0124120613
SFK CLEANING SERVICE,0179923969,0179923969
MY STEAM CLEAN ASIA SDN BHD,0125354018,0125354018
STF CLEANING SOLUTION,0126409073,0126409073
STF CLEANING & MAINTENANCE SDN BHD,0172116811,0172116811
CEKAP CLEANING SDN BHD,0103668680,0103668680
T&KEY CLEANING SERVICE,0182281348,0182281348
EXTERNAL BUILDING CLEANING SERVICES,0127031752,0127031752
AFR CLEANING PRO,0173353986,0173353986
AZIM AIC,0162980992,0162980992
CRYSTAL CLEANING CREW SERVICES,0167152029,0167152029
MICRO CLEANING SERVICES,0149357741,0149357741
YANZ ARIFFIN ENTERPRISE,0126961019,0129500140
ABSOLUTE CLEANING SQUAD,01110810269,01110810269
CLEAN,0122343467,0122343467
CUCI CREW,01139528667,01139528667
RNT CLEANING CARPET,0126406491,0126406491
MR.CLEAN SDN BHD,0192225745,0109351278
HALI CLEANING SERVICES,0194284254,0194284254
CHAMPION CUSHION ENTERPRISE,0107982984,0107982984
PRO CLEAN AND SERVICES,0196667724,0196667724
C4U,0133747188,0133747188
KMJ CLEANING SANITIZING SERVICES,0122606772,0122606772
UNI HYGIENE GROUP,0162080135,0162080135
YELLOW BEE DEEP CLEANING SERVICES,0136767101,0136767101
EMPIRE CUCI,01132432440,01132432440
CARPET CLEANER,,
PANG KHEE SHEN,0166122279,0166122279
DEHOUZE,0109523088,0172643285
LIYU CLEANING SERVICES,0143269075,0143269075
TWO TEE’S CLEANING SERVICE,0163880186,0163880186
CLEANING EXPERT BY TRINITY STAR MOTOR & AUTO PARTS SDN BHD,01112271800,01112271800
CLEANZ.MY XPERT,,0105516263
BETA CLEANER XPRESS,0172859523,0172859523
MOXIE ENTERPRISE & SERVICES,01135502339,01135502339
LEGACY CLEANING SERVICES,01170010290,01170010290
REALITA MANAGEMENT,01121888688,01121888688
GR GLOW CLEANING SERVICES,0138202188,0138202188
BRITECLEAN HYGIENE SERVICES PLT,0193366066,0193366066
SEQRA WORLD,0137251810,0137251810
BROTHER'S CARPET PENANG,0132188192,0132188192
DESIGN SDN BHD,0124512343,0124214512
ATINARA PRO CLEANING,0193098632,0193038632
AUKS ENTERPRISE,0182298216,0182298216
MUHIBBAH TRADING,0182120725,0182120725
MK 86 ENTERPRISE,0172732637,0174276520
MAS ENTERPRISE,0183245139,0183245139
SAFE SENSE SDN. BHD.,0162330400,0162330400
ANJAN APPLIANCES,01121072279,01121072279
REPAIR N SERVICE AT HOME FRIDGE/CHILLER/WASHING MACHINE/DRYER/TV,0109779277,0109222283
SMART NZ GAROUP SERVICES,01160646768,01160646768
EGAL ENTERPRISE,01137008960,01136637944
GSS GROUP TRADING ENTERPRISE,0177495279,0177495279
EMAAN ESHAL ENTERPRISE,0166493592,0166493592
VJ ELECTRICAL SERVICE,0165594211,0165594211
SIN LEE WAN ELECTRIC,,0162094188
M-TECH HOME APPLIANCE REPAIR,0176755186,0176755186
FIXER UPPER HANDYMAN,01169360622,01169360622
NORSHILA ELECTRICAL ENTERPRISE,0189834641,0189834641
FEEZ ELECTRICAL SERVICE,,0182026115
AZLIN ALI ENTERPRISE,0137258597,0137258597
RIDA RIDZ TRADING,0109803653,0109803653
FABRE,,0123370078
EIMBAY ELECTRICAL SERVICES,,0122882711
EL ZAHRA MY ENTERPRISE,0166428997,0166428997
BIG ELECTRICAL ENTERPRISE,,0162231622
E&H ELECTRICAL,,0360928281
CENTURY CENTURY ELECTRICAL SERVICES,,0377258666
MIFA,,
CALVIN TECHNICAL & SERVICES ( NS0149437-D ),,0173637321
MARCUS ELECTRICAL PROTECTION,,0166686337
SUMBER TEROKA PLT,,0197261683
DB MAJU ENT.,,0186683475
DECASA LIGHTING,,0122248097
VEES HANDYMAN SERVICES,,0162377691
ASIA ELECTRICAL SOLAR,,0172803781
FLUSHRUSH PLUMBING SERVICES,,0172383381
AHMAD.KHAIROL,0129573402,0129573402
BALAKONG ELECTRICAL SERVICES,,01126210024
BALAKONG ELECTRICAL SERVICES,,01126210024
ELEVEN.MY ENTERPRISE,,0133339516
UEE UNIVERSAL ELECTRICAL,,
24 HOURS ELECTRICAL SERVICE,,01135258821
TOOTONE WIRING & HANDYMANSERVICES,,0186636826
SATELLITE TRADING,,0192828107
ABU BAKAR ELEKTRIK,,01127698245
WIRING CURRENT ELEKTRIKAL UMMI,,0122643485
BUMI ELECTRICAL & SERVICE,,0127974887
TOWNBOX ENGINEERING,,0102531000
YUSOF&HAZIZAH ENTERPRISE,,0123826132
QDIA RESOURCES,,0173676165
IBRAH ENTRPRISE,,0135845616
FANTASTIC ELECTRICAL ENGINNERING,,0162321138
KEJURUTERAAN ELETRIK SRI JAYA,,0162177099
PENDAWAIAN ELEKTRIK 3 FASA,,0147337905
Y5 WARERING,,0137890987
ELECTRIC REPAIR,,0194950541
PW4WAYERING AND SERVICE,,0175694563
MASTER CHARGEMAN COMPANY,,01136293731
FIER'S CHARGEMAN SERVICE,,01114535868
3FHASE WIRING,,01119622247
CHARGEMAN,,0134437487
WIREMAN,,0195416870
HATI TERANG ELECTRICAL SDN BHD,,0183233715
HAMBALI ELEKTRIK,,0103683017
PERKHIDMATAN PEMASANGAN BARANGAN ELEKTRIK,,0187644072
RAJA MUHAMMED BIN RAJA DAUD,,0194180183
GO ELECTRICAL WIRING,,0135859971
NAS LETRIK,,0104614341
TANAKA WIRING SERVICES,,0126270820
IF ELECTRICAL INSTALLER,0125770836,0125770836
MK.SDN.BERHAD,,0193948644
ELEKTRICAL SERVICE WIRING,,01136336641
WIRING INSTALLATION,,0133212186
SANY WIRING SERVICES,,0134431099
HAD ELECTRICAL SERVICE,,0166683767
JAA ELECTRICAL SERVICE,,01116865363
JAYIDOLA76 WIRING SERVICE ENTERPRISE,,0143609492
JAYIDOLA76 WIRING SERVICE ENTERPRISE,,0143609492
ZAMMUS ENGINERING SERVICE,,0163776491
ENTREPRENEURSHIP 001 ACADEMY,,0175537597
AIM SOLUTION ENGINEERING,,0176091623
ASYRAF WIRING ELECTRICAL,,0176819389
ZULHILMI WIRING ELECTRICAL,,0122820661
POWER LINE ENGINEERING SDN.BHD,,0126752734
HANIN HAMZAH ENTERPRISE,,0183106645
ALONG BODY PAINTING AND ELECTRICIAN & WIRING RESOURSES,,0173185352
ALONG BODY PAINTING AND ELECTRICIAN & WIRING RESOURCES,,0173185352
KD ENERGY,,0136087644
J TECH,,0169090970
WAN SOLEHOR ELECTRICAL AND SERVICES,,0169762636
FAIDHI ELECTRICAL AND WIRING SERVICE,,0134932514
MASTER ELECTRICAL AND RE-WIRING SERVICE,,0134376322
ELECTRIC WAYERING,,0108847639
ELECTRIC UAZ WAYERING,,0108847639
ZAM ELECTRICAL INDUSTRIES,,0174690013
AKS WIRING ENTERPRISE,,0123527002
GAMUDA ELECTRIC,,0162563503
REZKI ISTIQAMAH SERVICE,,0192267224
AYONG RINCHING ENTERPRISE,,0173313965
ANS,,0104338814
IZZ HARRAZ INTERPRISE,,0135308142
"PENDAWAIAN ELEKTRIK, PEMASANGAN PENYAMAN UDARA DAN SERVIS.",,0122460859
AVO TECHNOLOGY SDN. BHD.,,0341432288
DANIEL SERVICE CENTER,,0173492819
ROS SENANGIN SERVICES,,0136735179
OSMAN WIRING CONSULTANT,,0127970497
AZFAR. SDN,0136570097,0179010252
DHIAHANNA SERVICES ELECTRICAL,,0143466081
PENDAWAIAN RUMAH DAN PEMBAIKAN,,0199384318
GV,,0122592288
BISSON ELECTRICAL SERVICE,,0164174963
ONEZHIP SDN BHD,,0176127104
FARDDELI ENTERPRISE,,01132444631
JUMI HOME SERVICES SDN BHD,,
VIOLET VENTURE,,0124119227
WIRING & PLUMBING SERVICE,,0173066754
ELECTRICAL,,0175472682
WNZ ENGINEERING,,0124230501
HIZWA BUMI CONSTRUCTION SDN BHD,,0172934031
ELECTRICAL WIRING SERVICES,,0195755531
THE ONE ICE EQUIPMENT ENTERPRISE,,0163612609
A&J ONE CONSTRUCTION,,01126654178
AIRCON CLEANING,,
LHM ELECTRICAL,,0122998676
ELECTRICAL DOMESTIC/IND.ENGINEERING,,01121959045
ATHAR ELECTRICAL,,01114286136
AMIR ELECTRICAL SERVICES @ AAS VENTURE,,0124166522
R W BINA SDN BHD,,0123376390
ARL TECH,,0176794070
A1 KAY KUANG ELECTRICAL ENTERPRISE,,0108002080
BSJJ ELECTRICAL ENTERPRISE,,0104597759
POWER TEST ELECTRICAL,,0126477919
D HESSA GLOBAL ENTERPRISE (SA0411863-K),0167792321,0167792321
MOHD RASYDAN,,0172222172
AAS ENGINEERING ENTERPRISE,,0178739015
IQWAN SHAH WIRING,01139790387,0188741690
AR LAN SERVICES,0176707345,0176707345
ASRI,0103926147,0103926147
ZS OSHIN ENTERPRISE,0192807807,0189808601
WM ELECTRIC RESOURCES,01136551505,01136551505
SYAHRUL WIRING,0173006997,0173006997
VNS TENAGA BENA RESOURCES,0102528737,0102528737
MUHAMMAD BAIHAQI,0135094081,0135094081
MRA MECHANICAL ENGINEERING,0102399201,0102399201
RENOVATION/PLUMBING,,0172960885
KSSW,,0163067267
KONTRAKTOR ELEKTRIK BERDAFTAR SURUHANJAYA TENAGA & TENAGA NASIONAL BERHAD,0195685617,0173295617
TECH CARE MECHATRONIC,0127560026,0127560026
SABRI WIRING,,0168551530
SENON POWER VOLTAIC,0146657092,0146657092
AR ONE POWER ENTERPRISE,0134537108,0134537108
ISETH ELECTRICIAN,0126635900,0126635900
JUST ABSOLUTE ELECTRICAL ENGINEERING,0173035395,0173035395
MULTIJURU ENTERPRISE,0192236184,0192236184
KEJURUTERAAN SINAR GEMILANG,0194738995,0194738995
AZRAA SUPREME SERVICES,0137164725,0137164725
JOHN DANIEL SHAFIQ ENTERPRISE,0173081145,0173081145
ELECTRICAL,,01126654238
ELECTRICAL SERVICES LESTER WONG,,
SHAH ALAM WIRING SERVICES,0146395069,0146395069
ANGAH PENANG WIRING SERVICES,0137178996,0137178996
KOTA KEMUNING WIRING SERVICES,0165081682,0165081682
SUMMER BHATTI,,0183783874
SUMMER ELECTRICAL SERVICES,0183783874,0183783874
SUMEER,,0183783874
FIX IT SERVICES,0182830500,0182830500
DAYAMAJU SERVICES,0196158617,0196158617
BADAR ZAMAN,,01163946341
RW GEMILANG RESOURCES,0184020324,0184020324
THE FREELANCER CO.,01128818140,01128818140
ASAV ELECTRICAL,0175265058,0175265058
D'ANJUNGRENO @FB.,0142446402,0142446402
CHERAS HOME SERVICES,0163638433,0163638433
KP TEGUH,0172780662,0172780662
GEMILANG SOLUTION SDN. BHD,0193284365,0387379355
MC MAINTENANCE,0173690801,0173690801
VIN ELECTRICAL SERVICE &TROUBLESHOOT,0124280662,0124280662
ANDY ELECTRICAL WORK PENANG,0165280987,0165280987
EEE VENTURES,0163451178,0163451178
MHR ENGINEERING SERVICES,0162104702,0162104702
YUAH HO CO,0182721808,0123909048
EXOFUSION RESOURCES,0137362755,01164582837
VR ELECTRICAL & PLUMBING SERVICES,0127848199,0127848199
LITTLE CHAMPS SDN BHD,01155550871,01155550871
MICHELLE ENTERPRISE,0107045195,0107045195
LIFE WORK,0122652324,0122652324
ENERGY POSSIBLE SDN BHD,0162688845,0162688845
HSESWEE,0163327622,0163327622
,01133786850,01133786850
MOHD FAHMI ZAWAWI,0199847831,0199847831
KA ENGINEERING & SERVICES S.D.N. B.H.D.,01139970900,01139970900
SOFT TECH SOLUTIONS,01111679177,01111679177
SMART INNOVATIVE HYDRO SOLUTIONS,0192554433,0389252421
ADAM ELECTRICAL SERVICES,01110972637,01110972637
HASSANHASANI.COM,0162555699,0162555699
DASANI EVENT ENTERPRISE,0165457112,0125165560
ELECTRICAL SERVICES,01121959045,01121959045
QAF TERAS ENTERPRISE,01121959045,01121959045
GLOBAL HANDEL SDN BHD,01151771721,01151771721
NLH INNOVATION TRADING,01161576488,0172782197
MZ BROTHER SUPPLY AND SERVICES,01132598676,01132598676
TRANS EMPIRE ENGINEERING SDN. BHD,0133178564,0133178564
EKH ELECTRICAL SERVICES,0122685625,0122685625
SURIAN AUTOGATE SERVICES,0134100334,0134100334
SRD HOME SOLUTION,0176333973,01170703853
MKB CONSTRUCTION,0169497070,0169497070
FINWORLD SHOP,0107768752,0107768752
SHAF INDUSTRIES SDN BHD,0132071355,0132071355
ELECTRICAL AND PLUMBERING,01110583786,01110583786
MAINTENANCE,0162459213,0162459213
DKJ ENGINEERING,0149317331,0149317331
SITISABWIRING,0122471342,0122471342
NICK,0102388106,0102388106
MA ELECTRICAL & CONSTRUCTION,0166498464,0166498464
UNIFIED M&E ENGINEERING,01131332160,01131332160
ALI,0189154796,0189154796
VENT ELECTRICAL,0126525096,0126525096
LKT ELECTRICAL SOLUTION,0136666548,0136666548
ACDC ELECTRICAL SERVICES,0162942946,0162942946
LYK ENGINEERING SERVICES,01110361180,01110361180
ELECTRONEX SERVE LEGACY,0187705844,0187705844
SINAR TANJUNG ENGINEERING,0195094012,0195094012
KPK ELECTRONICS,0133952857,0133952857
MULTI SKILLS,01163919327,01163919327
WIRING ELECTRTION,01128117628,01128117628
HOUSE RENOVATION,0172838796,0172838796
ELECTRICAL,01139061358,01139061358
MUHAMMAD SAIF,01136501600,01136501600
SAFETY ELECTRICLAL,0135153655,0135153655
POWER LINK TRANSMISSION (M) SDN BHD,0192307867,0192307867
LETRIK DASS,,0165554718
PLUMBING & ELECTRICAL SIFU YONG,0126487118,0126487118
MUHAMAD ZAKRI,0102751807,0102751807
WAN NAZRI,0197210490,0197210490
SALINA CONSTRUCTION,0149637473,0149637473
EIMBAY ELECTRICAL,0122882711,0122882711
ELECTRICAL AND CCTV,0122251533,0122251533
SYARIKAT WIN LITTE ELECTRICAL,,0195726636
KEOH ELECTRICAL ENGINEERING,0123915848,0123915848
POPULAR A ELECTRIC SERVICES,0162640001,0123736185
KEJURUTERAAN ELEKTRIK LKITA,01115902819,0162545587
PROWINN RESOURCES,0183202606,0183202606
CK SAW,0164412895,0164412895
AL FALAH ATEEF ENTERPRICE,01121545664,01121545664
YHILL RESOURCES,01110700170,01110700170
IQRA TRADERS,0601846156,0601846156
KEDAI ELEKTRIK CHEAH SDN BHD,0125222005,0125222005
ATOZ TECHNICAL SOLUTIONS,0166325935,0166325935
LEE REPAIR AND SERVICES,0194844575,0194844575
MEB MAJU ENTERPRISE,0106536264,0106536264
RS ELECTRONICS SALES & REPAIR,0182246617,0182246617
KEDAI ELEKTRIK GAN,0172786386,0172786386
ZM SERVICE & REPAIR,01111700097,01111700097
JSA GLOBAL TRADING,01164289076,01126537172
JAVED TOHEDI ENTERPRISE,01121181615,01121181615
A&N TECH SOLUTIONS,0182620628,0182620628
TH WONG ELECTRICAL SERVICE,0163359113,0163359113
REPAIR ON SPOT,0132006186,0132006186
MITSUI AIR CONDITIONING & ELECTRICAL SERVICES,0163333445,0163333445
LEE HOME ELECTRICAL & SERVICES,0122862855,0122862855
SEREMBAN MEMBAIKI PETI SEJUK / PETI AIS / CHILLER / FREEZER @ SEREMBAN REPAIR REFRIGERATOR / FRIDGE / CHILLER / FREEZER,0123052972,0123052972
MW MODERN WORLD,0126733389,0126733389
AM ELECTRICAL REPAIR&SERVICE,0139451874,0139451874
YL RECOND,0126003233,0126003233
DOUBLE CHIN TRADING,0166608857,0166608857
STERLING ELECTRONIC,0166883389,0166883389
KL RECOND AND REPAIR SERVICE,0102056363,0102056363
ALI TEX SDN BHD,0182586431,0182586431
ZARUL'S WASHERS & FRIDGES,,0172022765
WASHING MACHINE REPAIR,,0163267873
A&Q HOME SERVICE ENTERPRISE,,0166678101
KL PROFESSIONAL REPAIR,,0143031381
ALPHA-EIGHTEEN SALES & SERVICES,,0193369108
CHUAN FAH FRIDGE AND WASHING MACHINE REPAIR SERVICES,,0122862855
WAK TANJAK,,0136376602
REPAIR PETI SEJUK CHILLER FREEZER DRYER,01132454208,01132454208
AM ELECTRONIC,0139451874,0139451874
AM ELECTRICAL,0139451874,0139451874
KHOH ELECTRICAL SERVICE,0173704626,0173704626
SKC AGENCY,0163220880,0163220880
ISTEMKHAN,,0165019524
SINGER ELECTRICAL REPAIR,0135664290,0135664290
HWA HENG AIR CON AND ELECTRICAL SERVICES,0125889850,0125889850
HOME TECHNICIAN,,01137985958
HAFIZ REPAIR SERVICES,0146499293,0146499293
TIJARAH MAYA ENTERPRISE,0173162575,0173162575
CLEANIC,0123131123,0123131123
YKS REPAIRMAN,0199145499,0199145499
KW ELETRONIC,0166689188,0166689188
WY ELECTRIC SERVICES,0163248773,0163248773
AZAN BABA SERVICES REPAIR STORE,0126688431,0126688431
ZARS,0166046897,0166046897
REPAIR MESIN BASUH DAN PETI AIS,0136253358,0136253358
SAYAP SDN BHD,0183807884,0183807884
FRIDGE & WASHING MACHINE REPAIR & SERVICE,01126859716,01126859716
MEMBAIKI PETI SEJUK DAN MESIN BASUH KOTA KINABALU,0162842970,0162842970
ZAM REPAIRMAN,01164285449,01164285449
REPAIR MESIN BASUH PETI SEJUK,0166113906,0166113906
DEILI SUNN ELECTRICAL ENTERPRISE,0124881811,0124881811
DOUBLE S ELECTRICAL SERVICES,01155054301,01155054301
MR.FIX REPAIR SHOP,0173635638,0173635638
SPRING APPLIANCES SERVICES,0163174936,0163174936
MJK ELECTRONIC SERVICES,0164897140,0164897140
SGE REPAIR AND SERVICE,0142603748,0142603748
GRILTON RESOURCES,01126856784,01126856784
HAKIM PERKHIDMATAN ELEKTRIK,01140433837,01140433837
DANG UMIE RESOURCES,0143723253,0143723253
